Title,Title_URL,Image,text_text_cg3pf,text_text_cg3pf1,User,typography_typography_exx2d,typography_typography_exx2d2
The ultimate guide to work order management,https://www.notion.so/blog/work-order,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5PkENoC7h1rgE4QEo2UKBI/3fa5c87034532952de71bc4e002f09cc/order-list-emaan-s-templates-desktop.png",For Teams,A work order is a digital or paper document that outlines details for specific maintenance tasks and the process for completion. Learn how to create one.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
How to achieve the goals you set at work,https://www.notion.so/blog/how-to-achieve-goals,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/437hpBzQ7VBHhvJJANfYER/592d4d0b760040ac1b668723f4f3bffe/quarterly-goals-alexa-von-tobel-desktop.png",For Teams,"Professional aspirations can feel difficult to juggle, especially if you’re already busy at work. Learn how to achieve goals without feeling overwhelmed. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
How to make a pitch that drives interest,https://www.notion.so/blog/how-to-make-a-pitch,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/792UhXwHXw9kw0zApLQEuk/e65b508464132795d130d7b95026ee2f/tamicarey-notion-site-the-pitch-perfect-system-c487f27469f24163b1ecd29eb12551b2-automated-desktop.png",For Teams,"Learn how to make a pitch that excites your audience. Find out how to present a new idea in your workplace, and follow our example for inspiration.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
How to create a product roadmap that spurs successful outputs,https://www.notion.so/blog/how-to-create-a-product-roadmap,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5WA0s6jGyYFmP18vIPUaJt/e4239664358b2e336ad346bdb1707540/product_team_os_roadmap_project.png",For Teams,"Learn how to create a product roadmap with our six-step guide and best practices. Plus, find out why creating a product roadmap is essential. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
Everything you need to know when creating your employee benefits plan,https://www.notion.so/blog/employee-benefits-plan,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6KH9b4fEu1jLD2Y3ZROpWP/064268ffba831900a866123c43483a4f/employee-benefits-notion-desktop.png",For Teams,"Employee benefit plans are compensation offered in conjunction with, but not including, regular salary or wages — and are a driving factor in retaining top talent.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
How to write a PRD in 7 simple steps ,https://www.notion.so/blog/how-to-write-a-prd,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/19UPXCtD0fUZ3N3TC0hpTb/574e3fd0e5dcf10ea32095f65a3adfbc/prd_new_product.png",For Teams,Learn all about product requirements documents (PRDs) and why they’re vital to any product team. Here’s how to write a PRD in seven steps.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
Create better products by performing effective feasibility studies,https://www.notion.so/blog/feasibility-study,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4oowyyVT8T11Hh0Po3o3VU/320949c8d7af1794426802440527630f/performance-improvement-plan-pip-meeting-template-road-desktop.png",For Teams,"Find out what a feasibility study is, why it’s important to perform one before new projects, and how to conduct one. Learn about several different types of studies.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
How to mitigate risk in project management,https://www.notion.so/blog/risk-in-project-management,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4kh6f7ENSZGv6sfwlp2xTa/28f719d53f1263e9d022a0b89e8be4e7/project-resource-management-template-road-desktop.png",For Teams,Learning how to identify potential project management risk is the first step to mitigating it. Here’s how to plan for risk-free projects.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
How to increase the productivity of your stand-up meetings,https://www.notion.so/blog/stand-up-meeting,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1CTbOe3Nf4EhxsFdm9HMF8/dd5cc1203af492fbf202c98b4833cf44/standup-meeting-notion-desktop.png",For Teams,"Learn what a stand-up meeting is, why hosting them is important, and best-practices for making them more productive.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Why you need effective marketing emails (+ how to create them),https://www.notion.so/blog/effective-marketing-emails,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6c7inoka0TcchiTI1nk3TN/d049226f70fa5882a843fa6e255d9c26/email-marketing-os-sayf-spot-desktop.png",For Teams,Find out why you must create effective marketing emails and how great ones drive engagement. Learn how AI can help you draft the perfect message. ,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Understanding the 9-step product development process,https://www.notion.so/blog/product-development-process,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4emeCiDjQVvHcvTQQ6oUjI/3f2a9b7e003675ef8d501c02cc1c3f86/product-development-dashboard-ben-creamer-desktop.png",For Teams,Learn everything you need to know about the product development process and how to implement it in just nine steps. Explore real-life success stories.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
Building cross-functional teams for a more collaborative workplace,https://www.notion.so/blog/cross-functional-team,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4hI1z7XcGEASBPhYQN7ZLq/5dd46fc8286daae0fc5ed53e9d0682b1/Screen_Shot_2021-06-02_at_2.36.58_PM.png",For Teams,Cross-functional teams provide fresh perspectives and more innovative ideas to create better projects. Learn how to create an effective cross-functional workplace.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
"How to write a project plan: Simple steps, solid results",https://www.notion.so/blog/how-to-write-a-project-plan,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2ygUeOIpuFbp3573pWAbge/fbd109101d888e1fb55f0e54ff351268/project-plan-notion-template-fermin-rodriguez-penelas-desktop.png",For Teams,Writing an effective project plan is necessary but sometimes difficult. Learn how to write a project plan and get started with Notion templates.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Discover what a product strategy is and how to create a great one,https://www.notion.so/blog/what-is-product-strategy,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4nDVSk7kYtssnUwWB8hF1x/a4c4f72563aa38db21312d00c53779ae/product-strategy-templates-guide-hilmar-eidsson-desktop.png",For Teams,"What’s a product strategy? Find out here, and learn about the different types, why these strategies are important, and how to create one.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
Your guide to writing a 30-60-90 day plan,https://www.notion.so/blog/30-60-90-day-plan,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/16uJbMbPRdaFkbhuBHv8sm/b6bd32f8a36d4484ee1830054c190439/90-day-data-structures-algorithms-study-plan-the-code-dose-desktop.png",For Teams,A 30-60-90 day plan for employees is a document that lays out every step of the onboarding process. Here’s how to set attainable goals in just 90 days.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Run smoother projects with an issue tracker template ,https://www.notion.so/blog/issue-tracker-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/M6g5FZKvjVbklmCMIp37s/56fd333fd385f5c8939382e8c3a7aa0b/it-issue-tracker-screenshot-1-notion-desktop.png",For Teams,"Learn why issue tracker templates are essential, how to use one, and how to modify these charts to your team’s needs. Explore tracking best practices.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
Learn how to create a SWOT analysis to find your competitive edge,https://www.notion.so/blog/how-to-create-a-swot-analysis,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/26BxsRmNqAc0u4jjn6wAMm/33f9f940b235c29b02862785dd328788/personal-swot-analysis-workbook-gleb-desktop.png",For Teams,Learn how to create a SWOT analysis to consider your project’s strengths and weaknesses before you launch. Set yourself and your team up for success.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
How to create a directory and improve employee communication,https://www.notion.so/blog/how-to-create-a-directory,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/31owdFe0VXoDkeTJPLWIrj/ea6972b277b1d3dcec7e5f0aa49481a4/remote-team-directory-pro-sarthak-desktop.png",For Teams,"Learn how to create a directory with employee information, why these databases are important, and how you can make one with a Notion template.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Level up your next sprint with backlog grooming,https://www.notion.so/blog/backlog-grooming,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6JgmNCDAaIAxDSXCLUlwAi/b3218df8b21414fda2bf0789b891078a/backlog-of-development-ilya-makarau-desktop.png",For Teams,"Learn why backlog grooming is essential, what the process entails, and who to include. And check out best practices for an efficient session. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
"Why you need a project roadmap, plus templates for creating one",https://www.notion.so/blog/project-roadmap,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5qIuCk841LJVBkcl0FPeoK/03928cc3aa47e25efac19dfcf658bd3e/roadmap-desktop.png",For Teams,"Keep your project organized and on track with a project roadmap. Learn what this outline is, its benefits, and how to create one in this comprehensive guide.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
The Great Re-shard: adding Postgres capacity (again) with zero downtime,https://www.notion.so/blog/the-great-re-shard,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2cqHQ1pgvgxtJbYFv8NTe/49b0f286ba6447a01ca125e1259d27d2/sharding-2-thumb.png",Tech,How we horizontally re-sharded our databases (and nobody noticed).,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Arka Ganguli, Tanner Johnson, Ben Kraft, Nathan Northcutt ",Infrastructure Engineering
Artificial intelligence in marketing: how AI is changing the way companies market,https://www.notion.so/blog/artificial-intelligence-in-marketing-how-ai-is-changing-the-way-companies,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6Vy2kbW7deZBR6GVlzDRdR/3dac4af024b1bb0eb9688f4ee9754932/public-pages-thumb-2.png",For Teams,"Let’s take a deeper look at AI in marketing, how it works, and what the future of AI-powered marketing tools looks like.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/jgyiijyOvAvAYMgr3oGZQ/ec1ffb63bab78db11972d12be2aded3b/T024JLF7A-U048QBE7T36-e5e74eb80885-512.png",Drew Evans,Marketing
AI in business: how the newest tech is about to change your job,https://www.notion.so/blog/ai-in-business-how-the-newest-tech-is-about-to-change-your-job,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2TN5ReEeygFnLPD1eYfe3B/c9e2e0817dbe6ad93b006623237ea71f/the-ai-content-assistnat-hunter-bohm-desktop.png",For Teams,"Ai is rapidly changing how companies do business. What will that mean for your job, today and tomorrow? ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Michael Krantz,"Marketing, Notion "
A complete guide to statements of work (SoWs),https://www.notion.so/blog/statement-of-work,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/lvm9VC7PLpr6YhNisxLqe/1e3e6e28e712922a9f1a7e5619c9c624/goals-projects-tasks-box-darius-nick-desktop.png",For Teams,Discover the essential elements of a statement of work and why this document is important for healthy client relationships and successful projects. ,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
How to use a Kanban board and improve workflow,https://www.notion.so/blog/how-to-use-kanban-board,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1iozGDfPtxoL0mYrSdosPt/0127da52ffc186c629ac620e768518ab/kanban-victoria-zablah-desktop.png",For Teams,"Learn how to use a Kanban board, the benefits of doing so, and how this project planning model differs from Scrum. Use a template to get started. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
